id,name,description,unit_price,merchant_id,created_at,updated_at
1878,Passive Boomerang,But it's my only night to be fancy!,13.28,96,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1879,Lethargic Ghorbash's ancestral axe,"I wumbo, you wumbo, he she we wumbo.",93.81,88,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1880,Edgy Kebab,Can I be excused for the rest of my life?,58.92,80,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1881,Offended Boomerang,Is mayonnaise an instrument?,64.28,83,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1882,Threatened Rundi's dagger,I'm ugly and I'm proud!,91.92,85,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1883,Compulsive Javelin,Look at all the hip young people eating sal-ads.,29.99,35,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1884,Hysterical Scotch eggs,"Ravioli, ravioli. Give me the formuoli.",92.42,34,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1885,Cranky Light hybrid beer,"I wumbo, you wumbo, he she we wumbo.",28.47,49,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1886,Bold Battleaxe,"Ravioli, ravioli. Give me the formuoli.",79.31,97,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1887,Aggravated Refrigerator,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,22.67,92,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1888,Impatient Solar water heater,Is mayonnaise an instrument?,18.08,15,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1889,Fulfilled Dart,"Ravioli, ravioli. Give me the formuoli.",28.76,57,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1890,Cooperative Vegetable beer,"I wumbo, you wumbo, he she we wumbo.",35.26,81,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1891,Inadequate Microwave oven,I knew I shouldn't have gotten out of bed today.,72.01,73,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1892,Panicky Radiator (heating),I might as well sleep for 100 years or so.,16.35,50,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1893,Mean Net,Is mayonnaise an instrument?,88.59,86,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1894,Rational Woodcutter's axe,Is mayonnaise an instrument?,47.59,10,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1895,Aggressive Smoke-flavored,Look at all the hip young people eating sal-ads.,75.86,34,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1896,Youthful Dawnguard war axe dg,I'm ready! I'm ready!,54.66,93,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1897,Scornful Linguine with clams,Look at all the hip young people eating sal-ads.,56.51,86,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1898,Sociable Attic fan,I'm ready! I'm ready!,34.32,25,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1899,Weepy Iron war axe,Wake me up when I care.,58.06,96,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1900,Disenchanted Micathermic heater,NO! This is Patrick!,55.51,39,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1901,Cold War pick,"Two words, SpongeBob. Na. Chos.",10.74,4,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1902,Ignorant German wheat and rye beer,The best time to wear a striped sweater is all the time.,68.27,16,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1903,Open Ancient nord war axe,Wake me up when I care.,83.74,31,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1904,Tiresome Dart,F is for friends who do stuff together!,91.51,83,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1905,Cooperative Patio heater,All I know is fine dining and breathing.,23.88,58,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1906,Secure Amber hybrid beer,"Goodbye everyone, I'll remember you all in therapy.",65.62,90,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1907,Yearning Longbow,The best time to wear a striped sweater is all the time.,99.52,33,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1908,Afraid Clothes dryer,All I know is fine dining and breathing.,47.62,36,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1909,Serene Fruit beer,Future!!!,82.34,55,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1910,Offended Strong ale,Is mayonnaise an instrument?,33.68,36,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1911,Horrified Poke,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,68.91,11,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1912,Violent Blades sword,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,39.78,70,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1913,Inspired Aroma lamp,The best time to wear a striped sweater is all the time.,77.93,47,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1914,Pensive Nightingale bow,I can't see my forehead!,77.72,77,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1915,Annoyed Greatsword,I can't see my forehead!,56.31,79,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1916,Resentful Sour ale,Is mayonnaise an instrument?,24.57,90,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1917,Quirky Crossbow,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",63.92,50,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1918,Blissful Paper shredder,The inner machinations of my mind are an enigma.,16.14,81,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1919,Zealous Alessandra's dagger,I might as well sleep for 100 years or so.,76.82,97,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1920,Peaceful English brown ale,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,49.46,66,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1921,Neglectful Elven war axe,I might as well sleep for 100 years or so.,16.18,91,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1922,Enraged Washing machine,All I know is fine dining and breathing.,20.94,9,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1923,Obsessed Sling,The inner machinations of my mind are an enigma.,93.06,20,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1924,Panicky Sour ale,NO! This is Patrick!,96.72,54,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1925,Forgiving Pike,Wake me up when I care.,15.87,31,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1926,Teary Scottish and irish ale,I'm ready! I'm ready!,58.72,25,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1927,Worthless Toaster and toaster ovens,It's just a cruel reminder that I'm single and likely to remain that way forever.,23.08,34,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1928,Sympathetic Glass dagger,I knew I shouldn't have gotten out of bed today.,85.86,23,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1929,Bold Blowgun,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,99.52,21,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1930,Horrified Whip,Can I be excused for the rest of my life?,98.35,20,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1931,Numb Poke,"Two words, SpongeBob. Na. Chos.",94.94,34,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1932,Moved Shortsword,The inner machinations of my mind are an enigma.,19.47,15,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1933,Composed Crossbow,Can I be excused for the rest of my life?,99.24,73,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1934,Inadequate Sling,Future!!!,72.74,91,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1935,Naive Mace,NO! This is Patrick!,26.76,48,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1936,Disdainful Pork belly buns,Wake me up when I care.,27.64,98,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1937,Touched English brown ale,F is for friends who do stuff together!,50.66,3,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1938,Wistful Net,I have no soul.,51.12,90,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1939,Insecure Dart,All I know is fine dining and breathing.,49.58,83,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1940,Trustworthy Garbage disposal unit,I'm ugly and I'm proud!,54.74,35,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1941,Grief-stricken Lance,"Goodbye everyone, I'll remember you all in therapy.",42.33,80,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1942,Sanguine Tiramisù,Wake me up when I care.,26.89,93,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1943,Apprehensive Boomerang,I'm ugly and I'm proud!,16.05,44,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1944,Zestful Poutine,Wake me up when I care.,66.33,57,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1945,Panicky Solar water heater,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,20.95,53,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1946,Uncomfortable Longbow,I'm ready! I'm ready!,59.54,24,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1947,Rejuvenated Scimitar,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",99.09,10,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1948,Rational Sling,Can I be excused for the rest of my life?,73.89,13,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1949,Peeved Amren's family sword,I have no soul.,60.11,51,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1950,Mad India pale ale,I'm ready! I'm ready!,66.34,56,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1951,Frustrated Dwarven mace,I might as well sleep for 100 years or so.,52.72,98,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1952,Shy Sling,I'm ready! I'm ready!,90.93,12,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1953,Melancholy Ebiten maki,Look at all the hip young people eating sal-ads.,86.03,39,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1954,Insecure Daedric sword,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",26.37,89,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1955,Daring Steel battleaxe of fiery souls,I have no soul.,25.29,12,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1956,Contemptuous Crossbow,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,34.49,72,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1957,Irritable Dart,I might as well sleep for 100 years or so.,89.62,34,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1958,Useless Aroma lamp,But it's my only night to be fancy!,58.36,22,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1959,Woeful Pilsner,Is mayonnaise an instrument?,15.31,100,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1960,Satisfied Tacos,"Ravioli, ravioli. Give me the formuoli.",41.84,47,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1961,Playful Crossbow,Future!!!,63.16,66,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1962,Astonished Stout,I'm ugly and I'm proud!,61.23,41,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1963,Melancholy Net,Future!!!,12.98,51,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1964,Shy Icebox,I have no soul.,68.75,18,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1965,Charitable Long bow,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,69.68,95,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1966,Overjoyed Dragonbone mace dg,It's just a cruel reminder that I'm single and likely to remain that way forever.,23.69,9,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1967,Melancholy Bolar's oathblade,I have no soul.,94.74,39,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1968,Whiny Longbow,"Goodbye everyone, I'll remember you all in therapy.",57.46,59,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1969,Content Blowgun,I have no soul.,81.19,18,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1970,Unafraid Merican ale,All I know is fine dining and breathing.,62.87,98,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1971,Frightened Sour ale,All I know is fine dining and breathing.,73.33,16,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1972,Needed Go-to-bed matchbox,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,50.81,49,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1973,Touched Shortbow,I might as well sleep for 100 years or so.,43.58,69,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1974,Preoccupied Air ioniser,Future!!!,39.11,90,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1975,Hesitant Pilsner,I knew I shouldn't have gotten out of bed today.,16.55,48,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1976,Unruffled Dragonbane,F is for friends who do stuff together!,47.79,21,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1977,Qualified European amber lager,"Goodbye everyone, I'll remember you all in therapy.",89.65,16,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1978,Nice Scottish and irish ale,I'm ready! I'm ready!,70.41,71,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1979,Rattled Spear,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",92.71,66,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1980,Zestful Blowgun,The best time to wear a striped sweater is all the time.,52.23,92,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1981,Irritated Battleaxe,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,18.27,70,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1982,Serene Box mangle,Can I be excused for the rest of my life?,38.36,85,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1983,Frustrated Shortbow,"Two words, SpongeBob. Na. Chos.",12.46,53,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1984,Reserved Poutine,NO! This is Patrick!,68.82,60,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1985,Vacant Pho,Look at all the hip young people eating sal-ads.,38.42,85,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1986,Petulant Ancient nord battle axe,The inner machinations of my mind are an enigma.,56.22,40,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1987,Helpless Flail,F is for friends who do stuff together!,31.84,98,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1988,Wronged Philadelphia maki,Can I be excused for the rest of my life?,36.45,6,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1989,Safe Icebox,Future!!!,88.15,80,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1990,Compulsive Strong ale,It's just a cruel reminder that I'm single and likely to remain that way forever.,19.13,13,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1991,Quiet Washing machine,Future!!!,33.73,85,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1992,Manic Rapier,NO! This is Patrick!,57.14,88,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1993,Inspired Belgian and french ale,I'm ugly and I'm proud!,62.43,67,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1994,Rejuvenated Nordic war axe dr,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,64.33,27,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1995,Jittery Blade of woe,"Ravioli, ravioli. Give me the formuoli.",61.68,28,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1996,Valued Chicken milanese,The best time to wear a striped sweater is all the time.,66.88,78,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1997,Timid Ebony blade,"Goodbye everyone, I'll remember you all in therapy.",90.31,40,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1998,Sorrowful Window fan,It's just a cruel reminder that I'm single and likely to remain that way forever.,42.27,27,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
1999,Remorseful Falmer supple bow,All I know is fine dining and breathing.,91.35,57,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2000,Worn Sling,Can I be excused for the rest of my life?,88.98,35,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2001,Outraged Net,"Two words, SpongeBob. Na. Chos.",43.51,14,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2002,Powerful Crossbow,"Ravioli, ravioli. Give me the formuoli.",24.54,23,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2003,Morose Blender,It's just a cruel reminder that I'm single and likely to remain that way forever.,66.82,84,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2004,Disgusted Boomerang,It's just a cruel reminder that I'm single and likely to remain that way forever.,45.68,94,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2005,Humiliated Steam mop,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,87.22,16,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2006,Afraid Spear,"Two words, SpongeBob. Na. Chos.",50.28,30,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2007,Victorious Boomerang,Is mayonnaise an instrument?,81.13,2,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2008,Youthful Honed ancient nord greatsword,The inner machinations of my mind are an enigma.,13.93,79,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2009,Blissful Mace,NO! This is Patrick!,62.31,37,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2010,Happy English pale ale,"Goodbye everyone, I'll remember you all in therapy.",97.82,64,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2011,Careful Hvac,"Ravioli, ravioli. Give me the formuoli.",78.35,43,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2012,Witty Combo washer dryer,"Krusty Krab Pizza, it's the pizza for you and meeeeee!",83.57,71,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2013,Obstinate Light hybrid beer,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,74.76,6,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2014,Naughty Fruit beer,"Two words, SpongeBob. Na. Chos.",29.46,60,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2015,Miserable Handaxe,I can't see my forehead!,40.69,42,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2016,Optimistic Bloodskal blade dr,"I wumbo, you wumbo, he she we wumbo.",57.13,62,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2017,Volatile Woodcutter's axe,All I know is fine dining and breathing.,93.05,11,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2018,Embarrassed German wheat and rye beer,I'm ugly and I'm proud!,83.56,60,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2019,Pensive Dark lager,Wake me up when I care.,43.96,54,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2020,Quivery Steel battleaxe of fiery souls,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",20.51,74,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2021,Fulfilled Net,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",36.45,22,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2022,Melodramatic Lunar iron mace,The best time to wear a striped sweater is all the time.,74.75,77,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2023,Cold Dark lager,The inner machinations of my mind are an enigma.,99.49,28,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2024,Panicked Crossbow,I'm ugly and I'm proud!,62.36,39,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2025,Grief-stricken Belgian and french ale,I'm ugly and I'm proud!,32.26,59,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2026,Horrified Greatsword,Can I be excused for the rest of my life?,81.96,19,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2027,Restless Microwave oven,"I wumbo, you wumbo, he she we wumbo.",73.96,50,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2028,Gleeful Refrigerator,Future!!!,16.61,56,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2029,Valuable Lunar steel mace,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,77.26,62,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2030,Restless Combo washer dryer,"I wumbo, you wumbo, he she we wumbo.",36.71,92,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2031,Terrified Hunting bow,But it's my only night to be fancy!,13.97,50,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2032,Weepy Boomerang,I might as well sleep for 100 years or so.,23.62,9,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2033,Obligated Greatsword,All I know is fine dining and breathing.,20.49,53,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2034,Disappointed Longbow,I might as well sleep for 100 years or so.,30.97,32,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2035,Vivacious Rapier,Wake me up when I care.,34.33,18,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2036,Grumpy Tacos,Is mayonnaise an instrument?,36.51,4,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2037,Pensive Windshear,Future!!!,93.38,39,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2038,Trusting Pasta and beans,"I wumbo, you wumbo, he she we wumbo.",27.76,24,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2039,Grief-stricken Sling,"Goodbye everyone, I'll remember you all in therapy.",40.43,45,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2040,Charitable Belgian and french ale,"Two words, SpongeBob. Na. Chos.",23.87,14,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2041,Horrified Sling,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,46.77,18,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2042,Startled Oil heater,Once upon a time there was an ugly barnacle. He was so ugly that everyone died. The end!,62.34,4,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2043,Whiny Flail,I might as well sleep for 100 years or so.,74.03,93,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2044,Irrational Wood-aged beer,All I know is fine dining and breathing.,57.46,60,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2045,Panicked Morningstar,"I wumbo, you wumbo, he she we wumbo.",91.95,50,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2046,Chagrined Light hybrid beer,All I know is fine dining and breathing.,87.87,82,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2047,Tiresome Merican ale,"Two words, SpongeBob. Na. Chos.",98.84,28,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2048,Violent Elven sword,I might as well sleep for 100 years or so.,27.51,3,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2049,Placid Nordic bow dr,Did you smell it? That smell. A kind of smelly smell. The smelly smell that smells...smelly.,71.47,23,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2050,Safe Boomerang,I have no soul.,19.52,38,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2051,Peeved Microwave oven,"Two words, SpongeBob. Na. Chos.",75.29,97,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2052,Grumpy English pale ale,"Ravioli, ravioli. Give me the formuoli.",75.14,70,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2053,Unsure Dawnbreaker,Is mayonnaise an instrument?,33.41,4,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2054,Stressed English brown ale,NO! This is Patrick!,42.89,94,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2055,Numb Vegetable beer,I knew I shouldn't have gotten out of bed today.,41.86,14,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2056,Considerate Vegetable beer,The best time to wear a striped sweater is all the time.,49.89,7,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2057,Reasonable Mace,The inner machinations of my mind are an enigma.,55.01,96,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2058,Ignorant Glaive,Is mayonnaise an instrument?,83.21,21,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2059,Secure Hvac,Can I be excused for the rest of my life?,39.64,22,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2060,Overloaded Belgian strong ale,The best time to wear a striped sweater is all the time.,11.09,70,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2061,Unappreciated Shortbow,I'm ready! I'm ready!,48.85,27,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2062,Panicked Nettlebane,Future!!!,63.49,37,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2063,Touched Quarterstaff,I'm ready! I'm ready!,82.13,37,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2064,Openminded Cold-pressed juicer,But it's my only night to be fancy!,96.92,70,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2065,Calm Skyforge steel dagger,"If you believe in yourself, with a tiny pinch of magic all your dreams can come true!",33.89,91,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2066,Prickly Javelin,I'm ugly and I'm proud!,24.59,70,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2067,Alarmed Pilsner,I might as well sleep for 100 years or so.,98.23,53,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2068,Abandoned Oil heater,Can I be excused for the rest of my life?,92.91,6,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2069,Contemptuous German wheat and rye beer,Can I be excused for the rest of my life?,70.53,18,2012-03-27 14:54:07 UTC,2012-03-27 14:54:07 UTC
2070,Victorious Ricotta stuffed ravioli,I knew I shouldn't have gotten out of bed today.,25.22,41,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
2071,Irrational Longbow,The inner machinations of my mind are an enigma.,15.88,59,2012-03-27 14:54:08 UTC,2012-03-27 14:54:08 UTC
